file,line,function,chart_call,chart_key,chart_title_hint,issues,severity
src/dashboard/components/options_panel.py,425,render_upstox_chain_monitor,plotly_chart,,Time,NO_EXPLICIT_KEY,medium
src/dashboard/components/options_panel.py,452,render_upstox_chain_monitor,plotly_chart,,Open Interest by Strike,NO_EXPLICIT_KEY,medium
src/dashboard/components/options_panel.py,511,render_opportunity_surface,plotly_chart,,Top Opportunity Scores,NO_EXPLICIT_KEY,medium
src/dashboard/components/options_panel.py,521,render_opportunity_surface,plotly_chart,,Top Opportunity Scores,NO_EXPLICIT_KEY,medium
src/dashboard/components/options_panel.py,573,render_backtester,plotly_chart,,Backtest Equity Curve,NO_EXPLICIT_KEY,medium
src/dashboard/components/options_panel.py,583,render_backtester,plotly_chart,,Backtest Equity Curve,NO_EXPLICIT_KEY,medium
src/dashboard/components/options_panel.py,591,render_backtester,plotly_chart,,Backtest Equity Curve,NO_EXPLICIT_KEY,medium
src/dashboard/components/options_panel.py,1045,render_portfolio_greeks,plotly_chart,,Portfolio Greeks Over Time,NO_EXPLICIT_KEY,medium
src/dashboard/components/options_panel.py,1093,render_portfolio_greeks,plotly_chart,,Per-Underlying Greek Profile,NO_EXPLICIT_KEY,medium
src/dashboard/components/options_panel.py,1265,render_tax_and_profitability,plotly_chart,,P&L Decomposition (Tax-Aware),NO_EXPLICIT_KEY,medium
src/dashboard/components/options_panel.py,1288,render_tax_and_profitability,plotly_chart,,🧩 Centralized V3 P&L,NO_EXPLICIT_KEY,medium
src/dashboard/components/options_panel.py,1352,render_advanced_analytics,plotly_chart,,Decision Outcomes,NO_EXPLICIT_KEY,medium
src/dashboard/components/options_panel.py,1366,render_advanced_analytics,plotly_chart,,Decision Outcomes,NO_EXPLICIT_KEY,medium
src/dashboard/components/options_panel.py,1381,render_advanced_analytics,plotly_chart,,Objective Mix,NO_EXPLICIT_KEY,medium
src/dashboard/components/options_panel.py,1411,render_advanced_analytics,plotly_chart,,Top Rejection Reasons,NO_EXPLICIT_KEY,medium
src/dashboard/components/options_panel.py,1445,render_advanced_analytics,plotly_chart,,Realized P&L Path,NO_EXPLICIT_KEY,medium
src/dashboard/components/options_panel.py,1491,render_underlying_coverage,plotly_chart,,Decision Status Distribution (Current Cycle),NO_EXPLICIT_KEY,medium
src/dashboard/components/options_panel.py,1592,render_strategy_pipeline,plotly_chart,,"Strategy Payoff Curve (at Expiry, premium-adjusted)",NO_EXPLICIT_KEY,medium
src/dashboard/components/options_panel.py,1614,render_strategy_pipeline,plotly_chart,,Strategy Greek Exposures,NO_EXPLICIT_KEY,medium
src/dashboard/components/options_panel.py,1659,render_strategy_pipeline,plotly_chart,,Candidate Frontier: Max Loss vs Max Profit,NO_EXPLICIT_KEY,medium
src/dashboard/components/production_grade_panel.py,346,_render_strategy_edge_chart,plotly_chart,,Strategy Edge Health Status,UNREACHABLE_MODULE;NO_EXPLICIT_KEY,high
src/dashboard/components/production_grade_panel.py,397,_render_position_liquidity_chart,plotly_chart,,Exit Risk,UNREACHABLE_MODULE;NO_EXPLICIT_KEY,high
src/dashboard/components/production_grade_panel.py,599,_render_capital_allocation_impact,plotly_chart,,Capital Allocation: Proposed vs Edge-Adjusted,UNREACHABLE_MODULE;NO_EXPLICIT_KEY,high
src/dashboard/components/production_grade_panel.py,633,_render_liquidity_risk_heatmap,plotly_chart,,Position Liquidity Risk Heatmap,UNREACHABLE_MODULE;NO_EXPLICIT_KEY,high
src/dashboard/components/production_grade_panel.py,678,_render_exit_cost_analysis,plotly_chart,,Exit Cost vs Remaining Edge,UNREACHABLE_MODULE;NO_EXPLICIT_KEY,high
src/dashboard/components/production_grade_panel.py,696,_render_integration_timeline,plotly_chart,,Remaining Edge,UNREACHABLE_MODULE;NO_EXPLICIT_KEY,high
src/dashboard/components/v3_sentiment_panel.py,449,render_sentiment_trend,plotly_chart,,,NO_EXPLICIT_KEY,medium
src/dashboard/components/v3_sentiment_panel.py,463,render_sentiment_trend,plotly_chart,,Sentiment Trend,NO_EXPLICIT_KEY,medium
src/dashboard/components/v3_sentiment_panel.py,491,render_sector_narratives,plotly_chart,,Sector Sentiment Score (color = conviction),NO_EXPLICIT_KEY,medium
src/dashboard/components/v3_sentiment_panel.py,501,render_sector_narratives,plotly_chart,,Sector Sentiment Score (color = conviction),NO_EXPLICIT_KEY,medium
src/dashboard/components/v3_sentiment_panel.py,630,render_company_news_trends,plotly_chart,,Sentiment Intensity Rank (Positive High → Negative Low),NO_EXPLICIT_KEY,medium
src/dashboard/components/v3_sentiment_panel.py,707,render_event_company_impact,plotly_chart,,Average Impact Score by Event Type,NO_EXPLICIT_KEY,medium
src/dashboard/northstar_v3_dashboard_methods.py,52,render_dynamic_clustering,plotly_chart,,Market Feature Clusters,UNREACHABLE_MODULE;NO_EXPLICIT_KEY,high
src/dashboard/northstar_v3_dashboard_methods.py,89,render_wave_analysis,plotly_chart,,Portfolio vs Trend,UNREACHABLE_MODULE;NO_EXPLICIT_KEY,high
src/dashboard/northstar_v3_ultimate_integrated_dashboard.py,1847,render_mission_control,plotly_chart,,Research Learning Curve (Candidate Score),NO_EXPLICIT_KEY,medium
src/dashboard/northstar_v3_ultimate_integrated_dashboard.py,1885,render_live_mode_compact,plotly_chart,,Live Equity Curve,DEAD_FUNCTION;NO_EXPLICIT_KEY,high
src/dashboard/northstar_v3_ultimate_integrated_dashboard.py,1897,render_live_mode_compact,plotly_chart,,Live Equity Curve,DEAD_FUNCTION;NO_EXPLICIT_KEY,high
src/dashboard/northstar_v3_ultimate_integrated_dashboard.py,1932,render_research_mode_compact,plotly_chart,,Research Dataset Partition (Rows),NO_EXPLICIT_KEY,medium
src/dashboard/northstar_v3_ultimate_integrated_dashboard.py,1936,render_research_mode_compact,plotly_chart,,Research Dataset Partition (Rows),NO_EXPLICIT_KEY,medium
src/dashboard/northstar_v3_ultimate_integrated_dashboard.py,1954,render_research_mode_compact,plotly_chart,,Research Dataset Partition (Rows),NO_EXPLICIT_KEY,medium
src/dashboard/northstar_v3_ultimate_integrated_dashboard.py,1982,render_experimentation_lab,plotly_chart,,Experiment Trajectory,NO_EXPLICIT_KEY,medium
